,Member_number,Date,itemDescription,year,month,day,day_of_week,ItemId,Value,Value Discount,ItensAvail.,Age,Lifetime Cross Sell Itens,GMV Lifetime,Orders,Time since Last Order,Vendors Seen Last 4 Weeks
262,2188,2015-08-15,fruit/vegetablejuice,2015,8,15,5,5361,"9,00","2,00",15,34,12,179,14,87,16
263,1547,2015-04-18,pickledvegetables,2015,4,18,5,4810,"8,00","2,00",3,45,3,27,17,49,13
264,1649,2015-06-30,bottledwater,2015,6,30,1,1237,"12,00","0,00",7,20,8,55,19,22,14
265,3254,2015-10-09,frankfurter,2015,10,9,4,9589,"15,00","2,00",13,19,3,238,15,48,2
266,2818,2015-07-11,tropicalfruit,2015,7,11,5,1376,"9,00","2,00",15,45,11,212,6,11,15
267,2703,2015-08-05,cannedbeer,2015,8,5,2,4344,"3,00","0,00",8,58,12,223,2,53,10
268,3332,2015-01-31,rootvegetables,2015,1,31,5,7481,"10,00","0,00",15,57,5,154,10,75,4
269,2473,2015-01-07,meat,2015,1,7,2,7898,"11,00","0,00",10,59,13,19,10,3,4
270,2810,2015-12-30,frankfurter,2015,12,30,2,9589,"15,00","2,00",13,44,15,23,14,7,6
271,1033,2015-04-22,tropicalfruit,2015,4,22,2,1376,"9,00","2,00",15,38,5,93,12,12,9
272,4222,2015-05-27,tropicalfruit,2015,5,27,2,1376,"9,00","2,00",15,28,8,139,24,43,14
273,3679,2015-09-21,citrusfruit,2015,9,21,0,9978,"12,00","0,00",13,60,8,55,10,31,7
274,2212,2015-08-27,hamburgermeat,2015,8,27,3,2853,"5,00","2,00",11,44,15,79,17,60,14
275,1507,2015-06-22,chicken,2015,6,22,0,5090,"14,00","1,00",8,43,5,151,6,90,5
276,2870,2015-01-21,chicken,2015,1,21,2,5090,"14,00","1,00",8,33,1,112,12,60,7
277,3429,2015-04-26,frankfurter,2015,4,26,6,9589,"15,00","2,00",13,54,1,143,23,63,9
278,4148,2015-09-04,cannedbeer,2015,9,4,4,4344,"3,00","0,00",8,45,3,212,18,44,1
279,2970,2015-12-30,turkey,2015,12,30,2,2852,"3,00","0,00",10,20,4,73,22,2,16
280,2013,2015-08-30,packagedfruit/vegetables,2015,8,30,6,5634,"14,00","1,00",12,41,1,123,21,27,1
281,3967,2015-05-30,pasta,2015,5,30,5,2752,"12,00","1,00",13,60,6,161,2,28,5
282,2885,2015-05-15,citrusfruit,2015,5,15,4,9978,"12,00","0,00",13,38,15,116,8,33,3
283,3935,2015-02-07,sausage,2015,2,7,5,9945,"5,00","0,00",14,20,9,29,21,74,4
284,3283,2015-01-05,wholemilk,2015,1,5,0,5497,"4,00","2,00",9,26,17,135,25,43,16
285,3268,2015-06-11,cannedbeer,2015,6,11,3,4344,"3,00","0,00",8,40,3,79,11,35,8
286,3677,2015-04-30,citrusfruit,2015,4,30,3,9978,"12,00","0,00",13,44,16,40,1,53,4
287,3495,2015-06-27,liquor(appetizer),2015,6,27,5,6756,"12,00","1,00",6,61,1,129,2,21,10
288,1410,2015-04-10,citrusfruit,2015,4,10,4,9978,"12,00","0,00",13,46,7,24,12,57,9
289,2440,2015-06-06,sausage,2015,6,6,5,9945,"5,00","0,00",14,41,16,156,10,49,16
290,4088,2015-01-13,chicken,2015,1,13,1,5090,"14,00","1,00",8,37,10,182,5,13,15
291,2469,2015-09-23,hamburgermeat,2015,9,23,2,2853,"5,00","2,00",11,59,15,145,24,69,2
292,4229,2015-06-03,sausage,2015,6,3,2,9945,"5,00","0,00",14,50,7,85,8,72,5
293,2728,2015-02-08,beef,2015,2,8,6,3178,"7,00","2,00",9,55,8,115,4,40,10
294,4694,2015-01-25,citrusfruit,2015,1,25,6,9978,"12,00","0,00",13,44,13,228,25,63,2
295,2836,2015-12-29,UHT-milk,2015,12,29,1,5706,"5,00","1,00",12,56,7,85,11,75,9
296,1311,2015-12-02,candy,2015,12,2,2,2991,"6,00","2,00",7,23,7,85,11,35,10
297,1760,2015-01-23,newspapers,2015,1,23,4,4998,"18,00","0,00",12,50,11,109,25,32,12
298,3656,2015-02-03,beef,2015,2,3,1,3178,"7,00","2,00",9,31,15,205,13,22,12
299,3720,2015-05-28,sausage,2015,5,28,3,9945,"5,00","0,00",14,58,15,29,17,89,9
300,2996,2015-09-26,frankfurter,2015,9,26,5,9589,"15,00","2,00",13,48,2,189,22,58,14
301,1949,2015-07-22,cannedbeer,2015,7,22,2,4344,"3,00","0,00",8,41,17,34,16,23,1
302,4498,2015-11-02,bottledbeer,2015,11,2,0,4817,"5,00","0,00",6,51,13,119,18,48,2
303,2447,2015-12-28,onions,2015,12,28,0,4002,"17,00","2,00",7,32,13,86,11,12,4
304,1952,2015-03-23,tropicalfruit,2015,3,23,0,1376,"9,00","2,00",15,52,12,108,3,35,13
305,4099,2015-01-27,bottledwater,2015,1,27,1,1237,"12,00","0,00",7,41,17,46,12,81,1
306,1804,2015-12-03,beef,2015,12,3,3,3178,"7,00","2,00",9,21,8,38,24,38,12
307,1510,2015-05-16,sausage,2015,5,16,5,9945,"5,00","0,00",14,32,2,69,16,73,9
308,2879,2015-04-18,hairspray,2015,4,18,5,9808,"16,00","1,00",12,51,18,138,6,62,11
309,4899,2015-12-03,chicken,2015,12,3,3,5090,"14,00","1,00",8,51,10,187,2,46,5
310,4326,2015-09-29,pork,2015,9,29,1,6549,"3,00","2,00",11,55,3,121,2,32,12
311,1670,2015-05-17,icecream,2015,5,17,6,3061,"2,00","1,00",3,55,11,175,13,22,14
312,1117,2015-05-24,meat,2015,5,24,6,7898,"11,00","0,00",10,40,10,126,19,57,4
313,1346,2015-03-04,othervegetables,2015,3,4,2,2738,"15,00","0,00",12,27,12,169,9,39,5
314,1178,2015-11-15,bottledwater,2015,11,15,6,1237,"12,00","0,00",7,42,15,235,4,44,5
315,1649,2015-06-25,tropicalfruit,2015,6,25,3,1376,"9,00","2,00",15,20,8,55,19,22,14
316,4651,2015-06-21,photo/film,2015,6,21,6,2734,"10,00","2,00",7,21,11,238,20,65,11
317,4243,2015-02-04,sausage,2015,2,4,2,9945,"5,00","0,00",14,45,17,86,10,39,14
318,4429,2015-07-21,grapes,2015,7,21,1,7532,"16,00","2,00",11,38,15,138,5,86,5
319,4645,2015-07-25,domesticeggs,2015,7,25,5,104,"6,00","0,00",3,45,13,121,18,86,15
320,4019,2015-07-24,rolls/buns,2015,7,24,4,6555,"17,00","1,00",11,25,6,135,13,91,13
321,4459,2015-04-26,tropicalfruit,2015,4,26,6,1376,"9,00","2,00",15,33,4,20,7,90,15
322,3006,2015-12-27,chicken,2015,12,27,6,5090,"14,00","1,00",8,20,11,123,7,84,8
323,1834,2015-09-17,frankfurter,2015,9,17,3,9589,"15,00","2,00",13,35,1,49,23,82,10
324,3236,2015-04-07,berries,2015,4,7,1,168,"18,00","0,00",10,39,5,162,9,66,7
325,1765,2015-11-03,margarine,2015,11,3,1,5329,"12,00","2,00",6,49,6,191,8,59,8
326,3855,2015-09-03,tropicalfruit,2015,9,3,3,1376,"9,00","2,00",15,50,13,164,10,50,16
327,4392,2015-11-28,ham,2015,11,28,5,1524,"13,00","2,00",3,50,13,189,9,14,12
328,3330,2015-07-26,hamburgermeat,2015,7,26,6,2853,"5,00","2,00",11,53,16,121,2,22,2
329,1723,2015-02-09,yogurt,2015,2,9,0,9399,"10,00","1,00",6,42,14,140,11,18,13
330,4110,2015-03-30,soda,2015,3,30,0,9166,"8,00","1,00",13,42,3,178,14,86,13
331,2600,2015-01-28,yogurt,2015,1,28,2,9399,"10,00","1,00",6,24,3,71,21,9,10
332,2946,2015-07-10,soda,2015,7,10,4,9166,"8,00","1,00",13,25,6,218,4,20,15
333,2426,2015-08-09,bottledwater,2015,8,9,6,1237,"12,00","0,00",7,55,6,24,2,84,10
334,4170,2015-03-05,sausage,2015,3,5,3,9945,"5,00","0,00",14,37,11,177,22,31,12
335,1109,2015-06-04,citrusfruit,2015,6,4,3,9978,"12,00","0,00",13,21,11,227,12,46,15
336,3429,2015-04-01,shoppingbags,2015,4,1,2,6796,"3,00","1,00",7,54,1,143,23,63,9
337,2055,2015-04-02,newspapers,2015,4,2,3,4998,"18,00","0,00",12,18,13,27,5,82,11
338,2480,2015-09-20,frankfurter,2015,9,20,6,9589,"15,00","2,00",13,48,8,253,21,63,3
339,2441,2015-05-30,sausage,2015,5,30,5,9945,"5,00","0,00",14,32,9,188,8,17,16
340,1054,2015-04-10,frankfurter,2015,4,10,4,9589,"15,00","2,00",13,57,12,81,13,30,14
341,4818,2015-11-01,salt,2015,11,1,6,5801,"16,00","0,00",12,31,18,102,14,62,8
342,3379,2015-01-21,oil,2015,1,21,2,6374,"7,00","0,00",7,18,4,84,2,43,5
343,3939,2015-10-02,curd,2015,10,2,4,1528,"17,00","0,00",5,33,2,194,12,19,7
344,1367,2015-05-08,othervegetables,2015,5,8,4,2738,"15,00","0,00",12,30,13,221,25,17,1
345,1043,2015-10-01,citrusfruit,2015,10,1,3,9978,"12,00","0,00",13,44,18,224,11,34,8
346,2231,2015-10-17,frankfurter,2015,10,17,5,9589,"15,00","2,00",13,35,2,60,3,5,7
347,3235,2015-12-28,rootvegetables,2015,12,28,0,7481,"10,00","0,00",15,49,5,222,4,92,12
348,4554,2015-07-16,tropicalfruit,2015,7,16,3,1376,"9,00","2,00",15,40,17,153,19,23,10
349,3245,2015-01-24,beef,2015,1,24,5,3178,"7,00","2,00",9,22,17,236,22,44,1
350,2996,2015-05-19,berries,2015,5,19,1,168,"18,00","0,00",10,48,2,189,22,58,14
351,2507,2015-05-01,cannedbeer,2015,5,1,4,4344,"3,00","0,00",8,30,2,215,14,79,9
352,4186,2015-10-25,whipped/sourcream,2015,10,25,6,8554,"12,00","2,00",14,33,16,49,18,19,10
353,3929,2015-04-28,rootvegetables,2015,4,28,1,7481,"10,00","0,00",15,28,1,96,3,16,5
354,3760,2015-11-22,wholemilk,2015,11,22,6,5497,"4,00","2,00",9,59,13,221,7,41,8
355,4928,2015-08-18,beef,2015,8,18,1,3178,"7,00","2,00",9,48,7,94,14,28,5
356,4217,2015-12-18,frozenvegetables,2015,12,18,4,8312,"17,00","0,00",4,44,15,232,14,2,16
357,1174,2015-11-02,rolls/buns,2015,11,2,0,6555,"17,00","1,00",11,19,17,157,12,5,14
358,4103,2015-06-19,wholemilk,2015,6,19,4,5497,"4,00","2,00",9,56,13,200,4,17,9
359,4408,2015-03-13,wholemilk,2015,3,13,4,5497,"4,00","2,00",9,51,12,116,15,59,2
360,2588,2015-12-28,citrusfruit,2015,12,28,0,9978,"12,00","0,00",13,57,9,109,3,55,5
361,2598,2015-11-11,pastry,2015,11,11,2,1952,"12,00","1,00",3,49,14,251,13,86,14
362,1518,2015-11-12,frankfurter,2015,11,12,3,9589,"15,00","2,00",13,60,6,156,6,5,16
363,2702,2015-08-04,tropicalfruit,2015,8,4,1,1376,"9,00","2,00",15,19,1,161,7,79,14
364,1001,2015-01-20,frankfurter,2015,1,20,1,9589,"15,00","2,00",13,43,5,82,14,81,2
365,2270,2015-09-30,berries,2015,9,30,2,168,"18,00","0,00",10,35,2,204,6,2,5
366,2838,2015-10-11,rolls/buns,2015,10,11,6,6555,"17,00","1,00",11,19,1,191,8,90,15
367,1683,2015-05-26,rootvegetables,2015,5,26,1,7481,"10,00","0,00",15,28,5,127,23,38,1
368,4040,2015-03-04,yogurt,2015,3,4,2,9399,"10,00","1,00",6,30,17,158,4,90,6
369,3897,2015-08-23,othervegetables,2015,8,23,6,2738,"15,00","0,00",12,48,2,183,25,28,7
370,2200,2015-11-03,berries,2015,11,3,1,168,"18,00","0,00",10,25,16,184,9,25,15
371,4073,2015-01-29,berries,2015,1,29,3,168,"18,00","0,00",10,26,17,109,4,38,9
372,3700,2015-04-19,othervegetables,2015,4,19,6,2738,"15,00","0,00",12,47,14,76,1,46,16
373,3973,2015-10-06,rolls/buns,2015,10,6,1,6555,"17,00","1,00",11,23,10,148,16,55,14
374,2715,2015-06-07,ham,2015,6,7,6,1524,"13,00","2,00",3,39,7,128,4,80,16
375,3967,2015-11-23,wholemilk,2015,11,23,0,5497,"4,00","2,00",9,60,6,161,2,28,5
376,4002,2015-03-09,tropicalfruit,2015,3,9,0,1376,"9,00","2,00",15,23,9,226,19,20,15
377,2962,2015-01-03,bottledwater,2015,1,3,5,1237,"12,00","0,00",7,61,14,213,19,28,6
378,4340,2015-12-25,buttermilk,2015,12,25,4,250,"9,00","2,00",8,42,2,213,24,44,12
379,2092,2015-06-11,newspapers,2015,6,11,3,4998,"18,00","0,00",12,30,16,124,14,85,16
380,3143,2015-05-24,coffee,2015,5,24,6,5541,"8,00","1,00",14,27,17,34,20,45,16
381,2209,2015-03-10,bottledbeer,2015,3,10,1,4817,"5,00","0,00",6,21,13,42,15,59,10
382,2816,2015-08-22,onions,2015,8,22,5,4002,"17,00","2,00",7,27,5,88,14,3,3
383,2659,2015-01-06,hamburgermeat,2015,1,6,1,2853,"5,00","2,00",11,39,3,238,21,0,15
384,1588,2015-10-13,sausage,2015,10,13,1,9945,"5,00","0,00",14,52,16,179,24,57,10
385,1144,2015-10-15,hardcheese,2015,10,15,3,2800,"17,00","2,00",7,18,13,209,6,42,1
386,2166,2015-10-12,sausage,2015,10,12,0,9945,"5,00","0,00",14,31,5,69,12,19,5
387,3300,2015-06-10,hamburgermeat,2015,6,10,2,2853,"5,00","2,00",11,34,1,20,3,20,10
388,3944,2015-03-01,onions,2015,3,1,6,4002,"17,00","2,00",7,57,1,31,4,9,6
389,4979,2015-04-24,coffee,2015,4,24,4,5541,"8,00","1,00",14,47,12,188,24,91,16
390,2630,2015-01-21,shoppingbags,2015,1,21,2,6796,"3,00","1,00",7,58,4,60,1,73,11
391,4240,2015-04-29,yogurt,2015,4,29,2,9399,"10,00","1,00",6,56,11,231,4,67,1
392,2357,2015-08-07,soda,2015,8,7,4,9166,"8,00","1,00",13,46,8,124,5,78,16
393,1743,2015-04-18,slicedcheese,2015,4,18,5,1989,"9,00","0,00",15,57,10,71,11,84,8
394,2331,2015-02-15,sausage,2015,2,15,6,9945,"5,00","0,00",14,50,7,27,3,40,14
395,1643,2015-04-28,yogurt,2015,4,28,1,9399,"10,00","1,00",6,36,1,55,22,21,8
396,1291,2015-03-20,domesticeggs,2015,3,20,4,104,"6,00","0,00",3,55,6,91,3,86,7
397,3675,2015-04-07,wholemilk,2015,4,7,1,5497,"4,00","2,00",9,57,15,84,7,0,13
398,4134,2015-06-11,meat,2015,6,11,3,7898,"11,00","0,00",10,62,5,135,13,78,5
399,1363,2015-06-21,dishcleaner,2015,6,21,6,2866,"12,00","1,00",4,59,7,159,21,92,6
400,4212,2015-01-05,othervegetables,2015,1,5,0,2738,"15,00","0,00",12,23,4,247,9,87,3
401,1500,2015-03-21,wholemilk,2015,3,21,5,5497,"4,00","2,00",9,33,4,153,2,32,3
402,2622,2015-01-10,othervegetables,2015,1,10,5,2738,"15,00","0,00",12,31,4,111,17,15,13
403,3543,2015-03-18,tropicalfruit,2015,3,18,2,1376,"9,00","2,00",15,53,7,80,19,84,11
404,2525,2015-05-24,bakingpowder,2015,5,24,6,8868,"11,00","1,00",12,55,3,110,16,82,13
405,1264,2015-12-10,specialtybar,2015,12,10,3,515,"8,00","0,00",8,23,8,204,10,64,10
406,3601,2015-06-07,icecream,2015,6,7,6,3061,"2,00","1,00",3,53,5,91,21,11,2
407,1771,2015-03-23,frankfurter,2015,3,23,0,9589,"15,00","2,00",13,22,9,88,8,58,14
408,4694,2015-06-02,cannedbeer,2015,6,2,1,4344,"3,00","0,00",8,44,13,228,25,63,2
409,1122,2015-12-21,bottledwater,2015,12,21,0,1237,"12,00","0,00",7,45,4,185,11,90,12
410,3507,2015-12-08,othervegetables,2015,12,8,1,2738,"15,00","0,00",12,27,10,169,15,1,11
411,4524,2015-04-26,citrusfruit,2015,4,26,6,9978,"12,00","0,00",13,38,12,240,3,74,14
412,3612,2015-09-27,sausage,2015,9,27,6,9945,"5,00","0,00",14,58,7,118,21,19,4
413,3262,2015-11-06,domesticeggs,2015,11,6,4,104,"6,00","0,00",3,53,1,76,20,15,16
414,1897,2015-01-25,pork,2015,1,25,6,6549,"3,00","2,00",11,26,14,113,17,39,8
415,1656,2015-10-30,specialtycheese,2015,10,30,4,7429,"12,00","2,00",12,45,6,85,3,63,8
416,3953,2015-10-01,pork,2015,10,1,3,6549,"3,00","2,00",11,34,6,196,15,76,4
417,1488,2015-06-21,beef,2015,6,21,6,3178,"7,00","2,00",9,22,1,179,12,41,16
418,1652,2015-03-17,othervegetables,2015,3,17,1,2738,"15,00","0,00",12,46,8,84,13,90,1
419,4953,2015-09-16,chicken,2015,9,16,2,5090,"14,00","1,00",8,23,5,63,12,36,15
420,3445,2015-04-30,soda,2015,4,30,3,9166,"8,00","1,00",13,34,13,119,12,4,10
421,3180,2015-03-15,wholemilk,2015,3,15,6,5497,"4,00","2,00",9,35,4,196,10,81,3
422,4934,2015-06-09,rolls/buns,2015,6,9,1,6555,"17,00","1,00",11,50,16,36,24,48,6
423,2980,2015-04-27,bottledbeer,2015,4,27,0,4817,"5,00","0,00",6,52,4,247,23,85,2
424,2763,2015-02-13,rootvegetables,2015,2,13,4,7481,"10,00","0,00",15,34,18,228,24,4,14
425,4819,2015-04-03,pastry,2015,4,3,4,1952,"12,00","1,00",3,30,15,40,15,47,2
426,3169,2015-02-07,berries,2015,2,7,5,168,"18,00","0,00",10,44,12,78,25,37,9
427,1850,2015-11-03,citrusfruit,2015,11,3,1,9978,"12,00","0,00",13,41,7,176,20,67,3
428,4285,2015-12-29,wholemilk,2015,12,29,1,5497,"4,00","2,00",9,56,17,32,6,60,5
429,4366,2015-08-13,soda,2015,8,13,3,9166,"8,00","1,00",13,42,2,205,8,29,2
430,2253,2015-06-16,bottledwater,2015,6,16,1,1237,"12,00","0,00",7,43,10,40,3,41,8
431,3398,2015-11-03,tropicalfruit,2015,11,3,1,1376,"9,00","2,00",15,59,10,161,3,16,9
432,2215,2015-07-22,saltysnack,2015,7,22,2,8797,"17,00","2,00",4,33,16,53,2,39,16
433,3737,2015-03-03,bottledwater,2015,3,3,1,1237,"12,00","0,00",7,33,8,171,7,12,4
434,2649,2015-11-28,chocolate,2015,11,28,5,2937,"8,00","2,00",6,18,15,117,7,41,10
435,3203,2015-07-08,citrusfruit,2015,7,8,2,9978,"12,00","0,00",13,54,14,19,7,25,3
436,4261,2015-02-16,bottledwater,2015,2,16,0,1237,"12,00","0,00",7,43,18,28,15,43,12
437,2435,2015-07-17,onions,2015,7,17,4,4002,"17,00","2,00",7,48,18,141,25,26,4
438,2046,2015-08-21,dessert,2015,8,21,4,4713,"15,00","1,00",14,42,16,223,1,29,2
439,4267,2015-11-02,beef,2015,11,2,0,3178,"7,00","2,00",9,24,6,231,18,26,11
440,1086,2015-12-28,rolls/buns,2015,12,28,0,6555,"17,00","1,00",11,58,10,63,17,3,11
441,1992,2015-04-01,beef,2015,4,1,2,3178,"7,00","2,00",9,28,5,152,18,54,10
442,3622,2015-07-26,soda,2015,7,26,6,9166,"8,00","1,00",13,34,9,58,19,43,16
443,4700,2015-06-27,coffee,2015,6,27,5,5541,"8,00","1,00",14,37,13,20,22,50,11
444,2272,2015-05-16,rolls/buns,2015,5,16,5,6555,"17,00","1,00",11,21,14,27,11,58,12
445,1663,2015-05-19,pork,2015,5,19,1,6549,"3,00","2,00",11,40,7,19,8,75,16
446,2519,2015-03-06,soda,2015,3,6,4,9166,"8,00","1,00",13,57,18,240,5,34,4
447,2639,2015-10-30,sausage,2015,10,30,4,9945,"5,00","0,00",14,52,15,101,3,27,4
448,1466,2015-04-19,beef,2015,4,19,6,3178,"7,00","2,00",9,38,11,72,9,3,8
449,4122,2015-10-23,wholemilk,2015,10,23,4,5497,"4,00","2,00",9,29,7,95,23,81,5
450,3598,2015-04-15,pork,2015,4,15,2,6549,"3,00","2,00",11,58,3,29,7,49,14
451,3097,2015-10-08,berries,2015,10,8,3,168,"18,00","0,00",10,38,6,225,24,46,15
452,1873,2015-09-19,sausage,2015,9,19,5,9945,"5,00","0,00",14,43,9,250,7,35,8
453,1537,2015-01-02,bottledwater,2015,1,2,4,1237,"12,00","0,00",7,33,4,63,25,55,12
454,3960,2015-03-25,tropicalfruit,2015,3,25,2,1376,"9,00","2,00",15,53,3,172,13,28,11
455,1136,2015-06-15,herbs,2015,6,15,0,8792,"8,00","0,00",4,36,9,242,11,92,15
456,2453,2015-12-21,yogurt,2015,12,21,0,9399,"10,00","1,00",6,49,8,229,6,12,16
457,1746,2015-02-15,Instantfoodproducts,2015,2,15,6,8704,"6,00","2,00",9,61,15,112,12,9,11
458,3572,2015-09-06,specialtychocolate,2015,9,6,6,2822,"17,00","1,00",6,24,14,160,7,30,5
459,3246,2015-06-24,coffee,2015,6,24,2,5541,"8,00","1,00",14,61,15,90,16,25,15
460,3207,2015-11-26,bottledbeer,2015,11,26,3,4817,"5,00","0,00",6,55,1,187,18,84,2
461,1042,2015-12-02,beef,2015,12,2,2,3178,"7,00","2,00",9,53,4,225,11,61,12
462,1176,2015-03-30,wholemilk,2015,3,30,0,5497,"4,00","2,00",9,44,8,143,10,42,2
463,3054,2015-02-23,frankfurter,2015,2,23,0,9589,"15,00","2,00",13,51,3,121,9,27,7
464,4486,2015-02-12,frankfurter,2015,2,12,3,9589,"15,00","2,00",13,57,16,149,2,90,14
465,1580,2015-05-12,othervegetables,2015,5,12,1,2738,"15,00","0,00",12,29,13,22,20,8,5
466,1623,2015-02-11,frankfurter,2015,2,11,2,9589,"15,00","2,00",13,50,17,81,21,28,10
467,4169,2015-11-24,wholemilk,2015,11,24,1,5497,"4,00","2,00",9,58,13,252,15,41,15
468,2254,2015-01-24,frankfurter,2015,1,24,5,9589,"15,00","2,00",13,24,2,125,1,60,1
469,4095,2015-01-11,othervegetables,2015,1,11,6,2738,"15,00","0,00",12,47,16,243,9,49,11
470,1264,2015-11-17,bottledwater,2015,11,17,1,1237,"12,00","0,00",7,23,8,204,10,64,10
471,3375,2015-06-01,pork,2015,6,1,0,6549,"3,00","2,00",11,46,13,56,25,22,13
472,3242,2015-05-23,bottledwater,2015,5,23,5,1237,"12,00","0,00",7,40,14,133,7,82,13
473,2227,2015-07-06,othervegetables,2015,7,6,0,2738,"15,00","0,00",12,58,2,158,11,71,7
474,3847,2015-03-12,hamburgermeat,2015,3,12,3,2853,"5,00","2,00",11,30,7,123,12,68,4
475,3897,2015-05-31,hamburgermeat,2015,5,31,6,2853,"5,00","2,00",11,48,2,183,25,28,7
476,1799,2015-09-27,shoppingbags,2015,9,27,6,6796,"3,00","1,00",7,44,17,33,14,89,15
477,2920,2015-04-26,wholemilk,2015,4,26,6,5497,"4,00","2,00",9,24,6,129,6,92,11
478,3713,2015-01-31,icecream,2015,1,31,5,3061,"2,00","1,00",3,18,11,18,22,6,5
479,4230,2015-05-11,pastry,2015,5,11,0,1952,"12,00","1,00",3,60,16,199,19,30,11
480,1455,2015-03-18,ham,2015,3,18,2,1524,"13,00","2,00",3,57,16,97,10,75,5
481,3687,2015-03-18,frankfurter,2015,3,18,2,9589,"15,00","2,00",13,23,9,129,13,92,5
482,3869,2015-01-08,sausage,2015,1,8,3,9945,"5,00","0,00",14,38,13,215,14,50,5
483,2988,2015-10-14,bottledbeer,2015,10,14,2,4817,"5,00","0,00",6,57,2,32,9,60,6
484,4242,2015-03-30,bottledwater,2015,3,30,0,1237,"12,00","0,00",7,37,13,178,25,16,2
485,4118,2015-12-24,meat,2015,12,24,3,7898,"11,00","0,00",10,50,12,19,20,50,5
486,4996,2015-10-24,dessert,2015,10,24,5,4713,"15,00","1,00",14,48,5,69,7,89,14
487,4489,2015-04-03,othervegetables,2015,4,3,4,2738,"15,00","0,00",12,18,5,189,14,7,12
488,1199,2015-09-11,beverages,2015,9,11,4,9692,"8,00","1,00",7,31,5,181,3,15,16
489,4108,2015-12-05,ham,2015,12,5,5,1524,"13,00","2,00",3,48,9,224,16,82,6
490,3484,2015-05-06,specialtybar,2015,5,6,2,515,"8,00","0,00",8,38,11,242,14,7,6
491,1239,2015-08-31,brownbread,2015,8,31,0,198,"7,00","1,00",7,25,17,38,23,76,9
492,4839,2015-12-19,wholemilk,2015,12,19,5,5497,"4,00","2,00",9,26,8,131,14,20,11
493,4748,2015-07-05,rolls/buns,2015,7,5,6,6555,"17,00","1,00",11,20,16,26,19,63,4
494,4426,2015-06-06,bottledbeer,2015,6,6,5,4817,"5,00","0,00",6,47,3,132,13,37,2
495,3571,2015-11-12,petcare,2015,11,12,3,4506,"8,00","2,00",7,60,4,174,24,51,11
496,2852,2015-08-06,citrusfruit,2015,8,6,3,9978,"12,00","0,00",13,46,6,136,17,23,4
497,3638,2015-05-26,pork,2015,5,26,1,6549,"3,00","2,00",11,44,17,30,1,70,10
498,3635,2015-10-03,othervegetables,2015,10,3,5,2738,"15,00","0,00",12,45,14,52,22,45,6
499,2723,2015-07-05,whitewine,2015,7,5,6,1850,"3,00","0,00",4,30,11,211,7,78,16
500,3495,2015-11-03,wholemilk,2015,11,3,1,5497,"4,00","2,00",9,61,1,129,2,21,10
501,2813,2015-11-16,pipfruit,2015,11,16,0,4936,"17,00","1,00",11,40,17,181,11,21,3
502,2799,2015-02-09,sugar,2015,2,9,0,2150,"12,00","0,00",12,61,11,202,3,51,15
503,4723,2015-05-22,tropicalfruit,2015,5,22,4,1376,"9,00","2,00",15,54,11,101,8,39,8
504,3313,2015-08-04,rootvegetables,2015,8,4,1,7481,"10,00","0,00",15,18,9,190,8,63,10
505,4748,2015-12-15,soda,2015,12,15,1,9166,"8,00","1,00",13,20,16,26,19,63,4
506,2991,2015-02-16,wholemilk,2015,2,16,0,5497,"4,00","2,00",9,31,18,182,5,81,11
507,1483,2015-01-04,tropicalfruit,2015,1,4,6,1376,"9,00","2,00",15,48,8,80,13,29,6
508,3950,2015-01-10,whitebread,2015,1,10,5,8504,"12,00","2,00",8,37,1,254,21,12,10
509,1634,2015-01-16,brownbread,2015,1,16,4,198,"7,00","1,00",7,32,16,43,16,54,8
510,2694,2015-11-21,tropicalfruit,2015,11,21,5,1376,"9,00","2,00",15,34,6,138,2,57,7
511,2707,2015-10-18,domesticeggs,2015,10,18,6,104,"6,00","0,00",3,28,12,102,8,80,1
512,2813,2015-07-16,coffee,2015,7,16,3,5541,"8,00","1,00",14,40,17,181,11,21,3
513,2276,2015-11-01,soda,2015,11,1,6,9166,"8,00","1,00",13,34,3,108,19,69,1
514,4726,2015-06-02,wholemilk,2015,6,2,1,5497,"4,00","2,00",9,40,8,206,14,24,12
515,4353,2015-05-25,bottledbeer,2015,5,25,0,4817,"5,00","0,00",6,27,13,120,12,18,4
516,4017,2015-08-13,pork,2015,8,13,3,6549,"3,00","2,00",11,33,16,218,18,50,4
517,1422,2015-08-21,othervegetables,2015,8,21,4,2738,"15,00","0,00",12,28,17,143,7,57,14
518,2714,2015-03-15,yogurt,2015,3,15,6,9399,"10,00","1,00",6,37,7,57,18,34,11
519,2769,2015-07-21,sparklingwine,2015,7,21,1,2604,"15,00","2,00",9,25,6,125,12,62,11
520,4166,2015-04-30,bottledwater,2015,4,30,3,1237,"12,00","0,00",7,48,12,183,24,25,10
521,3614,2015-02-03,citrusfruit,2015,2,3,1,9978,"12,00","0,00",13,35,12,46,11,24,16
522,4361,2015-05-09,hamburgermeat,2015,5,9,5,2853,"5,00","2,00",11,57,4,176,5,42,14
523,1922,2015-09-22,packagedfruit/vegetables,2015,9,22,1,5634,"14,00","1,00",12,45,5,250,8,89,1
524,4728,2015-06-09,othervegetables,2015,6,9,1,2738,"15,00","0,00",12,56,3,247,25,77,1
525,3646,2015-08-08,soda,2015,8,8,5,9166,"8,00","1,00",13,62,6,181,20,24,12
